iter	Passed	Remaining
1361	28581450	13388373
1362	28599880	13366195
1363	28616754	13343296
1364	28637621	13322263
1365	28657235	13300649
1366	28679090	13280076
1367	28696487	13257441
1368	28713795	13234773
1369	28735146	13213972
1370	28759595	13194591
1371	28776883	13171926
1372	28796864	13150498
1373	28814300	13127912
1374	28832921	13105873
1375	28854660	13085253
1376	28874194	13063633
1377	28897916	13043907
1378	28915406	13021368
1379	28936976	13000670
1380	28957346	12979433
1381	28978866	12958711
1382	28998087	12936963
1383	29020509	12916642
1384	29041838	12895834
1385	29059035	12873194
1386	29082902	12853510
1387	29102492	12831934
1388	29120795	12809795
1389	29138748	12787508
1390	29157998	12765795
1391	29177061	12744003
1392	29196876	12722544
1393	29215125	12700405
1394	29234923	12678945
1395	29253205	12656831
1396	29271289	12634636
1397	29288251	12611965
1398	29308473	12590702
1399	29328689	12569438
1400	29350967	12549057
1401	29372671	12528428
1402	29395209	12508154
1403	29413052	12485882
1404	29428860	12462756
1405	29448284	12441167
1406	29470234	12420645
1407	29491219	12399717
1408	29515985	12380374
1409	29534201	12358282
1410	29552895	12336396
1411	29573721	12315402
1412	29591559	12293167
1413	29613414	12272603
1414	29633567	12251333
1415	29653706	12230059
1416	29672549	12208254
1417	29693404	12187279
1418	29710836	12164901
1419	29727870	12142369
1420	29747470	12120890
1421	29768319	12099921
1422	29789910	12079253
1423	29807548	12056985
1424	29825297	12034769
1425	29845218	12013432
1426	29865144	11992100
1427	29886091	11971179
1428	29904994	11949441
1429	29925387	11928301
1430	29945362	11906996
1431	29964016	11885168
1432	29981837	11863016
1433	30005638	11843229
1434	30028708	11823149
1435	30049722	11802258
1436	30067619	11780146
1437	30089959	11759775
1438	30113992	11740062
1439	30133324	11718515
1440	30155030	11697891
1441	30175978	11676973
1442	30194722	11655204
1443	30217582	11635024
1444	30236326	11613260
1445	30254641	11591335
1446	30276566	11570795
1447	30299400	11550600
1448	30318560	11529004
1449	30336741	11507039
1450	30354951	11485091
1451	30375541	11464047
1452	30396731	11443229
1453	30414680	11421193
1454	30435408	11400204
1455	30453614	11378273
1456	30474072	11357186
1457	30493228	11335617
1458	30512970	11314268
1459	30533949	11293378
1460	30553027	11271787
1461	30570078	11249454
1462	30590664	11228425
1463	30609408	11206723
1464	30631576	11186275
1465	30653219	11165633
1466	30673579	11144524
1467	30692132	11122761
1468	30711733	11101382
1469	30731015	11079889
1470	30750155	11058349
1471	30771465	11037591
1472	30789928	11015812
1473	30810800	10994898
1474	30829622	10973255
1475	30848844	10951757
1476	30868943	10930573
1477	30888868	10909329
1478	30909262	10888252
1479	30928637	10866818
1480	30946561	10844878
1481	30966690	10823714
1482	30987334	10802732
1483	31008381	10781889
1484	31026587	10760062
1485	31043093	10737651
1486	31064867	10717065
1487	31086991	10696599
1488	31105086	10674747
1489	31127848	10654498
1490	31149182	10633758
1491	31172109	10613560
1492	31192738	10592577
1493	31212439	10571281
1494	31234794	10550883
1495	31254763	10529679
1496	31277037	10509251
1497	31298477	10488541
1498	31318051	10467207
1499	31338614	10446204
1500	31359404	10425278
1501	31377617	10403497
1502	31398130	10382482
1503	31420480	10362073
1504	31438316	10340177
1505	31458550	10319072
1506	31479123	10298080
1507	31499444	10277007
1508	31515467	10254535
1509	31533657	10232776
1510	31554655	10211930
1511	31574369	10190669
1512	31596439	10170169
1513	31614577	10148404
1514	31635900	10127664
1515	31657183	10106910
1516	31681156	10087012
1517	31703357	10066547
1518	31726416	10046350
1519	31745830	10024999
1520	31763409	10003072
1521	31785243	9982487
1522	31804520	9961100
1523	31823138	9939510
1524	31844695	9918839
1525	31865093	9897807
1526	31883291	9876094
1527	31905202	9855533
1528	31923786	9833945
1529	31948693	9814304
1530	31970106	9793585
1531	31988849	9772050
1532	32008615	9750830
1533	32027108	9729225
1534	32048573	9708525
1535	32067746	9687131
1536	32089240	9666440
1537	32106610	9644508
1538	32126084	9623213
1539	32144146	9601498
1540	32163697	9580231
1541	32182704	9558805
1542	32201606	9537352
1543	32226742	9517742
1544	32249279	9497360
1545	32269086	9476174
1546	32288566	9454893
1547	32309206	9433954
1548	32326586	9412066
1549	32345821	9390722
1550	32364850	9369321
1551	32382901	9347641
1552	32407532	9327860
1553	32428260	9306952
1554	32448420	9285882
1555	32467911	9264622
1556	32487280	9243330
1557	32509115	9222740
1558	32530602	9202049
1559	32550464	9180900
1560	32569851	9159618
1561	32591051	9138847
1562	32609652	9117350
1563	32630634	9096519
1564	32652021	9075801
1565	32670263	9054211
1566	32689292	9032842
1567	32708648	9011566
1568	32728467	8990420
1569	32747460	8969049
1570	32766837	8947787
1571	32788982	8927280
1572	32808192	8905974
1573	32829876	8885341
1574	32852496	8864959
1575	32875363	8844640
1576	32894986	8823449
1577	32912420	8801673
1578	32930427	8780056
1579	32949890	8758831
1580	32969310	8737597
1581	32989739	8716631
1582	33010023	8695628
1583	33030300	8674624
1584	33050054	8653484
1585	33070237	8632457
1586	33090427	8611434
1587	33108685	8589910
1588	33129150	8568962
1589	33151142	8548407
1590	33170137	8527081
1591	33189188	8505771
1592	33206442	8484006
1593	33223093	8462092
1594	33243827	8441222
1595	33262965	8419948
1596	33282675	8398821
1597	33301156	8377387
1598	33319071	8355814
1599	33339409	8334852
1600	33360242	8314014
1601	33382216	8293459
1602	33402191	8272407
1603	33423218	8251617
1604	33443353	8230607
1605	33462242	8209292
1606	33486780	8189362
1607	33509618	8169011
1608	33529752	8148000
1609	33548259	8126597
1610	33568767	8105680
1611	33590880	8085149
1612	33614303	8064932
1613	33633397	8043675
1614	33651305	8022137
1615	33668373	8000405
1616	33691312	7980069
1617	33712142	7959232
1618	33733458	7938509
1619	33751498	7917018
1620	33772258	7896166
1621	33791898	7875053
1622	33811619	7853962
1623	33832133	7833055
1624	33850271	7811601
1625	33870542	7790641
1626	33888669	7769190
1627	33910052	7748488
1628	33929917	7727439
1629	33950608	7706579
1630	33971052	7685664
1631	33994496	7665425
1632	34013469	7644178
1633	34032298	7622901
1634	34050914	7601580
1635	34073836	7581220
1636	34095558	7560591
1637	34118357	7540198
1638	34138452	7519207
1639	34159509	7498428
1640	34179272	7477366
1641	34199686	7456448
1642	34221101	7435747
1643	34239954	7414491
1644	34258966	7393272
1645	34277149	7371877
1646	34299737	7351431
1647	34317590	7329970
1648	34337092	7308865
1649	34356781	7287802
1650	34377261	7266907
1651	34395929	7245631
1652	34416169	7224689
1653	34437321	7203937
1654	34456536	7182782
1655	34473860	7161236
1656	34490880	7139633
1657	34511582	7118794
1658	34527753	7097024
1659	34545479	7075580
1660	34563767	7054254
1661	34583005	7033126
1662	34603385	7012231
1663	34621909	6990962
1664	34640978	6969806
1665	34665051	6949656
1666	34686686	6929014
1667	34711713	6909046
1668	34735387	6888803
1669	34753541	6867466
1670	34774358	6846657
1671	34793498	6825518
1672	34812059	6804269
1673	34834375	6783755
1674	34854427	6762799
1675	34873369	6741629
1676	34891310	6720270
1677	34910759	6699204
1678	34929162	6677939
1679	34948047	6656771
1680	34968149	6635835
1681	34986321	6614536
1682	35004889	6593315
1683	35024089	6572216
1684	35044598	6551364
1685	35063836	6530275
1686	35086949	6509908
1687	35106666	6488909
1688	35124266	6467523
1689	35143632	6446465
1690	35162600	6425336
1691	35186325	6405075
1692	35205946	6384067
1693	35223585	6362702
1694	35245056	6342030
1695	35267427	6321520
1696	35290597	6301149
1697	35310323	6280163
1698	35327950	6258807
1699	35346772	6237665
1700	35367170	6216804
1701	35385669	6195610
1702	35404569	6174490
1703	35424210	6153501
1704	35444025	6132544
1705	35463268	6111489
1706	35483260	6090565
1707	35502109	6069447
1708	35522386	6048574
1709	35540795	6027386
1710	35557717	6005950
1711	35575191	5984611
1712	35595352	5963728
1713	35616034	5942932
1714	35636538	5922106
1715	35658525	5901527
1716	35680968	5881021
1717	35698965	5859783
1718	35719254	5838924
1719	35739246	5818016
1720	35762375	5797619
1721	35783059	5776823
1722	35803616	5756007
1723	35822964	5734999
1724	35843236	5714139
1725	35863185	5693228
1726	35882500	5672219
1727	35900705	5651036
1728	35918821	5629844
1729	35942518	5609526
1730	35962534	5588631
1731	35985938	5568262
1732	36005578	5547310
1733	36026240	5526516
1734	36042939	5505117
1735	36062297	5484128
1736	36080605	5462981
1737	36098443	5441767
1738	36117221	5420698
1739	36137624	5399874
1740	36157697	5379002
1741	36178002	5358165
1742	36196910	5337123
1743	36218222	5316436
1744	36236966	5295373
1745	36254313	5274109
1746	36276136	5253498
1747	36292659	5232122
1748	36310830	5210988
1749	36333515	5190502
1750	36354848	5169821
1751	36375884	5149097
1752	36395210	5128132
1753	36413981	5107092
1754	36432746	5086052
1755	36450337	5064853
1756	36471889	5044205
1757	36493645	5023584
1758	36514708	5002867
1759	36535331	4982090
1760	36554978	4961181
1761	36573178	4940077
1762	36593853	4919309
1763	36612492	4898269
1764	36634258	4877649
1765	36654981	4856888
1766	36674274	4835939
1767	36692496	4814852
1768	36710007	4793675
1769	36728747	4772662
1770	36747830	4751695
1771	36766557	4730685
1772	36785932	4709761
1773	36808646	4689263
1774	36829710	4668554
1775	36850230	4647776
1776	36868765	4626749
1777	36890236	4606092
1778	36908343	4585016
1779	36927275	4564045
1780	36946831	4543153
1781	36968487	4522519
1782	36988642	4501702
1783	37009365	4480954
1784	37029301	4460111
1785	37048732	4439209
1786	37069908	4418517
1787	37091548	4397879
1788	37110104	4376876
1789	37130338	4356073
1790	37151918	4335427
1791	37172125	4314621
1792	37189438	4293482
1793	37208659	4272566
1794	37228183	4251686
1795	37246265	4230644
1796	37263696	4209532
1797	37282891	4188622
1798	37301395	4167637
1799	37317505	4146389
1800	37334956	4125295
1801	37355189	4104510
1802	37376032	4083792
1803	37402993	4063739
1804	37422088	4042829
1805	37442277	4022038
1806	37467261	4001760
1807	37489088	3981142
1808	37511613	3960596
1809	37530808	3939698
1810	37551472	3918955
1811	37569852	3897975
1812	37588835	3877061
1813	37611205	3856496
1814	37631293	3835696
1815	37650994	3814858
1816	37672514	3794204
1817	37690136	3773159
1818	37709478	3752290
1819	37729078	3731447
1820	37749219	3710659
1821	37767944	3689733
1822	37784875	3668635
1823	37802759	3647634
1824	37821861	3626753
1825	37841769	3605951
1826	37860259	3585016
1827	37879882	3564190
1828	37900182	3543428
1829	37920411	3522661
1830	37941376	3501962
1831	37961383	3481174
1832	37980198	3460279
1833	38001542	3439616
1834	38020030	3418694
1835	38040180	3397924
1836	38058363	3376980
1837	38080784	3356413
1838	38102965	3335822
1839	38123142	3315055
1840	38145531	3294481
1841	38168501	3273954
1842	38188814	3253197
1843	38208596	3232397
1844	38227741	3211544
1845	38245562	3190583
1846	38267513	3169967
1847	38286120	3149074
1848	38303753	3128105
1849	38325906	3107505
1850	38347051	3086823
1851	38367093	3066052
1852	38387699	3045327
1853	38405756	3024401
1854	38425928	3003643
1855	38445264	2982822
1856	38466084	2962116
1857	38484714	2941242
1858	38507137	2920659
1859	38532692	2900310
1860	38552154	2879499
1861	38572409	2858750
1862	38592466	2837985
1863	38609319	2816988
1864	38628917	2796195
1865	38649470	2775471
1866	38668186	2754616
1867	38690509	2734018
1868	38711368	2713316
1869	38730866	2692520
1870	38750101	2671706
1871	38768861	2650862
1872	38788055	2630049
1873	38810048	2609426
1874	38830490	2588699
1875	38850141	2567919
1876	38868439	2547052
1877	38886172	2526151
1878	38905690	2505369
1879	38926545	2484673
1880	38945161	2463835
1881	38965418	2443102
1882	38987131	2422461
1883	39007661	2401745
1884	39025910	2380891
1885	39048358	2360293
1886	39072152	2339773
1887	39094958	2319192
1888	39118099	2298628
1889	39138488	2277901
1890	39160092	2257244
1891	39181671	2236585
1892	39200680	2215780
1893	39221728	2195091
1894	39245816	2174570
1895	39266127	2153838
1896	39289061	2133249
1897	39306765	2112376
1898	39326967	2091639
1899	39347238	2070907
1900	39363910	2049987
1901	39386093	2029357
1902	39405914	2008604
1903	39427637	1987948
1904	39444715	1967059
1905	39462593	1946213
1906	39479576	1925328
1907	39501878	1904702
1908	39520930	1883920
1909	39541546	1863214
1910	39562088	1842504
1911	39579314	1821642
1912	39601152	1800993
1913	39621135	1780260
1914	39639669	1759463
1915	39661260	1738802
1916	39684087	1718194
1917	39709231	1697683
1918	39727563	1676879
1919	39749770	1656240
1920	39773032	1635642
1921	39791657	1614853
1922	39813309	1594188
1923	39833180	1573452
1924	39855503	1552811
1925	39875697	1532088
1926	39896838	1511400
1927	39916368	1490652
1928	39937393	1469961
1929	39958688	1449278
1930	39978492	1428542
1931	39998874	1407827
1932	40017562	1387054
1933	40036855	1366304
1934	40056022	1345551
1935	40076712	1324850
1936	40094592	1304057
1937	40110603	1283208
1938	40129054	1262440
1939	40149014	1241722
1940	40167563	1220961
1941	40187772	1200252
1942	40211711	1179653
1943	40231142	1158921
1944	40252518	1138246
1945	40271548	1117504
1946	40289977	1096748
1947	40312954	1076115
1948	40333209	1055409
1949	40352837	1034688
1950	40374900	1014028
1951	40393704	993287
1952	40415430	972619
1953	40436444	951932
1954	40459344	931289
1955	40478521	910559
1956	40499075	889862
1957	40518733	869145
1958	40537505	848411
1959	40555940	827672
1960	40575117	806950
1961	40595697	786257
1962	40614620	765532
1963	40631637	744775
1964	40651706	724076
1965	40671343	703370
1966	40690387	682655
1967	40710896	661965
1968	40734318	641322
1969	40754919	620633
1970	40773560	599915
1971	40792094	579198
1972	40812597	558509
1973	40832771	537817
1974	40852582	517121
1975	40873534	496439
1976	40893347	475744
1977	40915516	455076
1978	40938967	434420
1979	40961349	413751
1980	40981604	393059
1981	41002869	372377
1982	41022916	351684
1983	41044482	331003
1984	41065980	310322
1985	41087395	289639
1986	41109974	268963
1987	41129766	248268
1988	41148292	227567
1989	41167959	206874
1990	41187941	186183
1991	41211367	165507
1992	41234869	144828
1993	41257323	124144
1994	41279221	103456
1995	41299549	82764
1996	41320760	62074
1997	41341724	41383
1998	41360664	20690
1999	41381637	0
